COVERAGE,YEAR,MONTH,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2021,June,Non-Ferrous Industrial Metals,Molybdenum,Tons,1268.0,675684.115,121.127,Final Figures.
National,2021,June,Steel Metals and Minerals,Non-Coking Coal,Tons,391806.0,237579.796,35.986,Final Figures.
National,2021,June,Steel Metals and Minerals,Coke,Tons,35847.0,197870.063,19.409,Final Figures.
National,2021,June,Steel Metals and Minerals,Iron Pellets,Tons,575422.0,1021862.469,85.316,Final Figures.
National,2021,June,Steel Metals and Minerals,Manganese,Tons,15468.0,69799.947,87.737,Final Figures.
National,2021,June,Non-Metallic Minerals,Sulfur,Tons,16214.0,38027.635,18.967,Final Figures.
National,2021,June,Non-Metallic Minerals,Graphite,Tons,165.0,1046.122,28.189,Final Figures.
National,2021,June,Non-Metallic Minerals,Barite,Tons,25925.0,88742.701,260.548,Final Figures.
National,2021,June,Non-Metallic Minerals,Dolomite,Tons,844259.0,194361.086,115.698,Final Figures.
National,2021,June,Non-Metallic Minerals,Fluorite,Tons,78038.0,318434.527,77.363,Final Figures.
National,2021,June,Non-Metallic Minerals,Kaolin,Tons,20572.0,67753.471,65.117,Final Figures.
National,2021,June,Non-Metallic Minerals,Silica Sand,Tons,216952.0,132991.576,88.614,Final Figures.
National,2021,June,Non-Metallic Minerals,Gypsum,Tons,571828.0,95209.362,134.789,Final Figures.
National,2021,June,Non-Metallic Minerals,Phosphate Rock,Tons,43802.0,62593.058,23.704,Final Figures.
National,2021,June,Non-Metallic Minerals,Wollastonite,Tons,8170.0,34302.023,171.094,Final Figures.
National,2021,June,Non-Metallic Minerals,Celestite,Tons,1804.0,2024.714,31.94,Final Figures.
National,2021,June,Non-Metallic Minerals,Feldspar,Tons,32895.0,28355.49,239.987,Final Figures.
National,2021,June,Non-Metallic Minerals,Salt,Tons,701790.0,284512.684,89.01,Final Figures.
National,2021,June,Non-Metallic Minerals,Diatomite,Tons,12790.0,46258.667,175.48,Final Figures.
National,2021,June,Non-Metallic Minerals,Sodium Sulfate,Tons,64752.0,174732.43,121.126,Final Figures.
National,2021,June,Non-Metallic Minerals,Magnesium Sulfate,Tons,5783.0,18635.0,153.256,Final Figures.
National,2021,July,Precious Metals,Gold,Kilograms,6535.2,7578406.346,80.047,Final Figures.
National,2021,July,Precious Metals,Silver,Kilograms,364295.0,6024961.872,89.932,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Lead,Tons,16185.0,754121.025,96.935,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Copper,Tons,39652.0,7471893.458,116.289,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Zinc,Tons,35375.0,2291132.625,100.852,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Cadmium,Tons,109.0,5575.11,90.145,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Selenium,Tons,12.0,4948.785,109.091,Final Figures.
National,2021,July,Non-Ferrous Industrial Metals,Molybdenum,Tons,1478.0,789411.067,141.188,Final Figures.
National,2021,July,Steel Metals and Minerals,Non-Coking Coal,Tons,380254.0,230716.377,34.925,Final Figures.
National,2021,July,Steel Metals and Minerals,Coke,Tons,37334.0,205378.105,20.214,Final Figures.
National,2021,July,Steel Metals and Minerals,Iron Pellets,Tons,557067.0,959233.283,82.594,Final Figures.
National,2021,July,Steel Metals and Minerals,Manganese,Tons,20459.0,95651.071,116.047,Final Figures.
National,2021,July,Non-Metallic Minerals,Sulfur,Tons,17031.0,39637.081,19.922,Final Figures.
National,2021,July,Non-Metallic Minerals,Graphite,Tons,164.0,1041.064,28.018,Final Figures.
National,2021,July,Non-Metallic Minerals,Barite,Tons,26515.0,86895.462,266.478,Final Figures.
National,2021,July,Non-Metallic Minerals,Dolomite,Tons,863575.0,197984.068,118.345,Final Figures.
National,2021,July,Non-Metallic Minerals,Fluorite,Tons,77939.0,308093.802,77.264,Final Figures.
National,2021,July,Non-Metallic Minerals,Kaolin,Tons,18847.0,62127.873,59.657,Final Figures.
National,2021,July,Non-Metallic Minerals,Silica Sand,Tons,224394.0,137553.522,91.653,Final Figures.
National,2021,July,Non-Metallic Minerals,Gypsum,Tons,513697.0,85530.551,121.087,Final Figures.
National,2021,July,Non-Metallic Minerals,Phosphate Rock,Tons,47562.0,71169.399,25.738,Final Figures.
National,2021,July,Non-Metallic Minerals,Wollastonite,Tons,9104.0,39777.415,190.653,Final Figures.
National,2021,July,Non-Metallic Minerals,Celestite,Tons,1403.0,1575.528,24.84,Final Figures.
National,2021,July,Non-Metallic Minerals,Feldspar,Tons,33500.0,28877.0,244.401,Final Figures.
National,2021,July,Non-Metallic Minerals,Salt,Tons,696696.0,275888.133,88.363,Final Figures.
National,2021,July,Non-Metallic Minerals,Diatomite,Tons,13390.0,48440.936,183.712,Final Figures.
National,2021,July,Non-Metallic Minerals,Sodium Sulfate,Tons,62269.0,166789.26,116.481,Final Figures.
National,2021,July,Non-Metallic Minerals,Magnesium Sulfate,Tons,6170.0,19838.827,163.512,Final Figures.
National,2021,August,Precious Metals,Gold,Kilograms,6813.5,7844302.208,83.465,Final Figures.
National,2021,August,Precious Metals,Silver,Kilograms,342267.0,5315417.798,84.494,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Lead,Tons,16518.0,803431.784,98.929,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Copper,Tons,41128.0,7763481.939,120.618,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Zinc,Tons,35448.0,2127981.745,101.06,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Cadmium,Tons,100.0,4553.715,82.702,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Selenium,Tons,12.0,5249.931,109.091,Final Figures.
National,2021,August,Non-Ferrous Industrial Metals,Molybdenum,Tons,1400.0,740722.486,133.737,Final Figures.
National,2021,August,Steel Metals and Minerals,Non-Coking Coal,Tons,382884.0,230514.929,35.166,Final Figures.
National,2021,August,Steel Metals and Minerals,Coke,Tons,32953.0,181205.318,17.842,Final Figures.
National,2021,August,Steel Metals and Minerals,Iron Pellets,Tons,539677.0,903569.279,80.016,Final Figures.
National,2021,August,Steel Metals and Minerals,Manganese,Tons,20764.0,99181.444,117.777,Final Figures.
National,2021,August,Non-Metallic Minerals,Sulfur,Tons,16295.0,38385.382,19.061,Final Figures.
National,2021,August,Non-Metallic Minerals,Graphite,Tons,171.0,1084.831,29.214,Final Figures.
National,2021,August,Non-Metallic Minerals,Barite,Tons,33428.0,111988.38,335.954,Final Figures.
National,2021,August,Non-Metallic Minerals,Dolomite,Tons,881431.0,202498.195,120.792,Final Figures.
National,2021,August,Non-Metallic Minerals,Fluorite,Tons,81622.0,322980.621,80.916,Final Figures.
National,2021,August,Non-Metallic Minerals,Kaolin,Tons,19568.0,64475.719,61.939,Final Figures.
National,2021,August,Non-Metallic Minerals,Silica Sand,Tons,229585.0,140735.605,93.774,Final Figures.
National,2021,August,Non-Metallic Minerals,Gypsum,Tons,521988.0,86911.002,123.041,Final Figures.
National,2021,August,Non-Metallic Minerals,Phosphate Rock,Tons,54814.0,100952.424,29.663,Final Figures.
National,2021,August,Non-Metallic Minerals,Wollastonite,Tons,8112.0,36759.723,169.879,Final Figures.
National,2021,August,Non-Metallic Minerals,Celestite,Tons,1748.0,1962.408,30.948,Final Figures.
National,2021,August,Non-Metallic Minerals,Feldspar,Tons,34463.0,29707.106,251.426,Final Figures.
National,2021,August,Non-Metallic Minerals,Salt,Tons,685000.0,274481.555,86.88,Final Figures.
National,2021,August,Non-Metallic Minerals,Diatomite,Tons,13539.0,48973.812,185.756,Final Figures.
National,2021,August,Non-Metallic Minerals,Sodium Sulfate,Tons,64546.0,202783.265,120.741,Final Figures.
National,2021,August,Non-Metallic Minerals,Magnesium Sulfate,Tons,5611.0,20737.207,148.698,Final Figures.
National,2021,September,Precious Metals,Gold,Kilograms,7365.0,8504485.549,90.214,Final Figures.
National,2021,September,Precious Metals,Silver,Kilograms,358450.0,5490121.454,88.489,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Lead,Tons,16957.0,788871.69,101.558,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Copper,Tons,41402.0,11352056.116,121.422,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Zinc,Tons,34869.0,2184397.213,99.409,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Cadmium,Tons,87.0,4174.508,71.95,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Selenium,Tons,11.0,4856.167,100.0,Final Figures.
National,2021,September,Non-Ferrous Industrial Metals,Molybdenum,Tons,1394.0,744019.143,133.164,Final Figures.
National,2021,September,Steel Metals and Minerals,Non-Coking Coal,Tons,365029.0,220781.95,33.526,Final Figures.
National,2021,September,Steel Metals and Minerals,Coke,Tons,33743.0,188419.933,18.27,Final Figures.
National,2021,September,Steel Metals and Minerals,Iron Pellets,Tons,582922.0,938603.983,86.428,Final Figures.
National,2021,September,Steel Metals and Minerals,Manganese,Tons,7542.0,35956.518,42.78,Final Figures.
National,2021,September,Non-Metallic Minerals,Sulfur,Tons,19978.0,40930.667,23.37,Final Figures.
National,2021,September,Non-Metallic Minerals,Graphite,Tons,152.0,964.591,25.968,Final Figures.
National,2021,September,Non-Metallic Minerals,Barite,Tons,26687.0,88432.125,268.207,Final Figures.
National,2021,September,Non-Metallic Minerals,Dolomite,Tons,881969.0,202411.886,120.866,Final Figures.
National,2021,September,Non-Metallic Minerals,Fluorite,Tons,86990.0,344712.315,86.237,Final Figures.
National,2021,September,Non-Metallic Minerals,Kaolin,Tons,20424.0,67311.275,64.648,Final Figures.
National,2021,September,Non-Metallic Minerals,Silica Sand,Tons,227250.0,139304.25,92.82,Final Figures.
National,2021,September,Non-Metallic Minerals,Gypsum,Tons,492788.0,82049.202,116.158,Final Figures.
National,2021,September,Non-Metallic Minerals,Phosphate Rock,Tons,24917.0,45754.664,13.484,Final Figures.
National,2021,September,Non-Metallic Minerals,Wollastonite,Tons,8442.0,29393.828,176.79,Final Figures.
National,2021,September,Non-Metallic Minerals,Celestite,Tons,1025.0,1150.885,18.147,Final Figures.
National,2021,September,Non-Metallic Minerals,Feldspar,Tons,35376.0,30494.112,258.087,Final Figures.
National,2021,September,Non-Metallic Minerals,Salt,Tons,673683.0,255894.445,85.445,Final Figures.
National,2021,September,Non-Metallic Minerals,Diatomite,Tons,13804.0,49935.528,189.392,Final Figures.
National,2021,September,Non-Metallic Minerals,Sodium Sulfate,Tons,62013.0,167417.798,116.002,Final Figures.
National,2021,September,Non-Metallic Minerals,Magnesium Sulfate,Tons,5512.0,17964.462,146.075,Final Figures.
National,2021,October,Precious Metals,Gold,Kilograms,7015.2,8392454.267,85.927,Final Figures.
National,2021,October,Precious Metals,Silver,Kilograms,322521.0,5130241.552,79.62,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Lead,Tons,15945.0,768112.778,95.497,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Copper,Tons,40226.0,8052625.543,117.973,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Zinc,Tons,30246.0,2051363.558,86.229,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Cadmium,Tons,50.0,2409.098,41.351,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Selenium,Tons,11.0,4638.038,100.0,Final Figures.
National,2021,October,Non-Ferrous Industrial Metals,Molybdenum,Tons,1432.0,777837.725,136.794,Final Figures.
National,2021,October,Steel Metals and Minerals,Non-Coking Coal,Tons,373476.0,227098.468,34.302,Final Figures.
National,2021,October,Steel Metals and Minerals,Coke,Tons,35700.0,206222.121,19.329,Final Figures.
National,2021,October,Steel Metals and Minerals,Iron Pellets,Tons,614743.0,977816.697,91.146,Final Figures.
National,2021,October,Steel Metals and Minerals,Manganese,Tons,20718.0,101669.259,117.516,Final Figures.
National,2021,October,Non-Metallic Minerals,Sulfur,Tons,13656.0,26689.232,15.974,Final Figures.
National,2021,October,Non-Metallic Minerals,Graphite,Tons,155.0,983.478,26.481,Final Figures.
National,2021,October,Non-Metallic Minerals,Barite,Tons,30577.0,101879.751,307.301,Final Figures.
National,2021,October,Non-Metallic Minerals,Dolomite,Tons,855863.0,196522.406,117.289,Final Figures.
National,2021,October,Non-Metallic Minerals,Fluorite,Tons,81812.0,308148.661,81.104,Final Figures.
National,2021,October,Non-Metallic Minerals,Kaolin,Tons,23092.0,76095.668,73.093,Final Figures.
National,2021,October,Non-Metallic Minerals,Silica Sand,Tons,229220.0,140511.86,93.624,Final Figures.
National,2021,October,Non-Metallic Minerals,Gypsum,Tons,518694.0,86362.551,122.265,Final Figures.
National,2021,October,Non-Metallic Minerals,Phosphate Rock,Tons,37190.0,70516.071,20.126,Final Figures.
National,2021,October,Non-Metallic Minerals,Wollastonite,Tons,9499.0,37124.533,198.925,Final Figures.
National,2021,October,Non-Metallic Minerals,Celestite,Tons,1801.0,2022.049,31.886,Final Figures.
National,2021,October,Non-Metallic Minerals,Feldspar,Tons,35692.0,30766.504,260.393,Final Figures.
National,2021,October,Non-Metallic Minerals,Salt,Tons,610865.0,238404.727,77.477,Final Figures.
National,2021,October,Non-Metallic Minerals,Diatomite,Tons,13933.0,50400.593,191.162,Final Figures.
National,2021,October,Non-Metallic Minerals,Sodium Sulfate,Tons,65036.0,204794.332,121.657,Final Figures.
National,2021,October,Non-Metallic Minerals,Magnesium Sulfate,Tons,5983.0,22854.833,158.557,Final Figures.
National,2021,November,Precious Metals,Gold,Kilograms,7011.5,8520176.83,85.89,Final Figures.
National,2021,November,Precious Metals,Silver,Kilograms,331052.0,5343583.062,81.726,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Lead,Tons,14907.0,731622.154,89.28,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Copper,Tons,39547.0,8069410.078,115.982,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Zinc,Tons,33967.0,2329798.386,96.838,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Cadmium,Tons,95.0,4558.37,78.567,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Selenium,Tons,11.0,4417.329,100.0,Final Figures.
National,2021,November,Non-Ferrous Industrial Metals,Molybdenum,Tons,1290.0,717042.213,123.229,Final Figures.
National,2021,November,Steel Metals and Minerals,Non-Coking Coal,Tons,392682.0,235762.66,36.066,Final Figures.
National,2021,November,Steel Metals and Minerals,Coke,Tons,38786.0,235263.232,21.0,Final Figures.
National,2021,November,Steel Metals and Minerals,Iron Pellets,Tons,606596.0,963268.921,89.938,Final Figures.
National,2021,November,Steel Metals and Minerals,Manganese,Tons,21420.0,80585.678,121.498,Final Figures.
National,2021,November,Non-Metallic Minerals,Sulfur,Tons,9532.0,18940.751,11.15,Final Figures.
National,2021,November,Non-Metallic Minerals,Graphite,Tons,153.0,968.208,26.139,Final Figures.
National,2021,November,Non-Metallic Minerals,Barite,Tons,25952.0,82939.867,260.82,Final Figures.
National,2021,November,Non-Metallic Minerals,Dolomite,Tons,866816.0,194264.734,118.79,Final Figures.
National,2021,November,Non-Metallic Minerals,Fluorite,Tons,86931.0,358721.815,86.179,Final Figures.
National,2021,November,Non-Metallic Minerals,Kaolin,Tons,21763.0,70261.432,68.887,Final Figures.
National,2021,November,Non-Metallic Minerals,Silica Sand,Tons,228058.0,139799.554,93.15,Final Figures.
National,2021,November,Non-Metallic Minerals,Gypsum,Tons,546218.0,90945.297,128.753,Final Figures.
National,2021,November,Non-Metallic Minerals,Phosphate Rock,Tons,28103.0,103188.146,15.208,Final Figures.
National,2021,November,Non-Metallic Minerals,Wollastonite,Tons,8610.0,32870.948,180.308,Final Figures.
National,2021,November,Non-Metallic Minerals,Celestite,Tons,2470.0,2449.129,43.731,Final Figures.
National,2021,November,Non-Metallic Minerals,Feldspar,Tons,35989.0,31022.518,262.559,Final Figures.
National,2021,November,Non-Metallic Minerals,Salt,Tons,609994.0,173198.036,77.367,Final Figures.
National,2021,November,Non-Metallic Minerals,Diatomite,Tons,13895.0,50312.308,190.641,Final Figures.
National,2021,November,Non-Metallic Minerals,Sodium Sulfate,Tons,66650.0,176421.617,124.677,Final Figures.
National,2021,November,Non-Metallic Minerals,Magnesium Sulfate,Tons,5174.0,15515.605,137.117,Final Figures.
National,2021,December,Precious Metals,Gold,Kilograms,6981.5,8397463.768,85.523,Final Figures.
National,2021,December,Precious Metals,Silver,Kilograms,341162.0,4873371.364,84.222,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Lead,Tons,15369.0,742267.037,92.047,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Copper,Tons,37597.0,7499991.839,110.263,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Zinc,Tons,35413.0,2500584.394,100.96,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Cadmium,Tons,101.0,4866.378,83.529,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Selenium,Tons,11.0,4144.142,100.0,Final Figures.
National,2021,December,Non-Ferrous Industrial Metals,Molybdenum,Tons,1391.0,772289.488,132.877,Final Figures.
National,2021,December,Steel Metals and Minerals,Non-Coking Coal,Tons,371852.0,219345.194,34.153,Final Figures.
National,2021,December,Steel Metals and Minerals,Coke,Tons,39297.0,242566.313,21.277,Final Figures.
National,2021,December,Steel Metals and Minerals,Iron Pellets,Tons,563094.0,902226.731,83.488,Final Figures.
National,2021,December,Steel Metals and Minerals,Manganese,Tons,21138.0,79439.637,119.898,Final Figures.
National,2021,December,Non-Metallic Minerals,Sulfur,Tons,24743.0,24329.742,28.944,Final Figures.
National,2021,December,Non-Metallic Minerals,Graphite,Tons,176.0,1118.199,30.068,Final Figures.
National,2021,December,Non-Metallic Minerals,Barite,Tons,23419.0,70849.056,235.363,Final Figures.
National,2021,December,Non-Metallic Minerals,Dolomite,Tons,851439.0,192488.22,116.682,Final Figures.
National,2021,December,Non-Metallic Minerals,Fluorite,Tons,84409.0,381959.588,83.678,Final Figures.
National,2021,December,Non-Metallic Minerals,Kaolin,Tons,19458.0,63789.842,61.591,Final Figures.
National,2021,December,Non-Metallic Minerals,Silica Sand,Tons,226395.0,138780.135,92.471,Final Figures.
National,2021,December,Non-Metallic Minerals,Gypsum,Tons,515099.0,85763.984,121.417,Final Figures.
National,2021,December,Non-Metallic Minerals,Phosphate Rock,Tons,15263.0,29098.91,8.26,Final Figures.
National,2021,December,Non-Metallic Minerals,Wollastonite,Tons,8688.0,34988.444,181.941,Final Figures.
National,2021,December,Non-Metallic Minerals,Celestite,Tons,2167.0,1345.579,38.366,Final Figures.
National,2021,December,Non-Metallic Minerals,Feldspar,Tons,30961.0,26688.382,225.877,Final Figures.
National,2021,December,Non-Metallic Minerals,Salt,Tons,550934.0,220288.756,69.876,Final Figures.
National,2021,December,Non-Metallic Minerals,Diatomite,Tons,13730.0,49704.852,188.377,Final Figures.
National,2021,December,Non-Metallic Minerals,Sodium Sulfate,Tons,65843.0,222504.303,123.167,Final Figures.
National,2021,December,Non-Metallic Minerals,Magnesium Sulfate,Tons,5030.0,20583.867,133.301,Final Figures.
National,2022,January,Precious Metals,Gold,Kilograms,8017.9,9590598.041,98.213,Final Figures.
National,2022,January,Precious Metals,Silver,Kilograms,326817.0,4992779.267,80.68,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Lead,Tons,12479.0,598541.731,74.739,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Copper,Tons,39826.0,7969571.716,116.8,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Zinc,Tons,26922.0,2101101.378,76.753,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Cadmium,Tons,114.0,6488.401,94.28,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Selenium,Tons,13.0,5131.05,118.182,Final Figures.
National,2022,January,Non-Ferrous Industrial Metals,Molybdenum,Tons,1341.0,735582.265,128.101,Final Figures.
National,2022,January,Steel Metals and Minerals,Non-Coking Coal,Tons,365943.0,214331.168,33.61,Final Figures.
National,2022,January,Steel Metals and Minerals,Coke,Tons,36183.0,207325.514,19.591,Final Figures.
National,2022,January,Steel Metals and Minerals,Iron Pellets,Tons,544137.0,1256298.426,80.677,Final Figures.
National,2022,January,Steel Metals and Minerals,Manganese,Tons,15508.0,76058.033,87.964,Final Figures.
National,2022,January,Non-Metallic Minerals,Sulfur,Tons,26047.0,46607.955,30.469,Final Figures.
National,2022,January,Non-Metallic Minerals,Graphite,Tons,176.0,1112.447,30.068,Final Figures.
National,2022,January,Non-Metallic Minerals,Barite,Tons,21796.0,65090.659,219.052,Final Figures.
National,2022,January,Non-Metallic Minerals,Dolomite,Tons,860855.0,188833.709,117.973,Final Figures.
National,2022,January,Non-Metallic Minerals,Fluorite,Tons,84340.0,515673.652,83.61,Final Figures.
National,2022,January,Non-Metallic Minerals,Kaolin,Tons,15814.0,50802.206,50.056,Final Figures.
National,2022,January,Non-Metallic Minerals,Silica Sand,Tons,337066.0,206621.458,137.674,Final Figures.
National,2022,January,Non-Metallic Minerals,Gypsum,Tons,539157.0,90923.976,127.088,Final Figures.
National,2022,January,Non-Metallic Minerals,Phosphate Rock,Tons,6747.0,12938.864,3.651,Final Figures.
National,2022,January,Non-Metallic Minerals,Wollastonite,Tons,8411.0,26783.66,176.14,Final Figures.
National,2022,January,Non-Metallic Minerals,Celestite,Tons,3132.0,2525.162,55.452,Final Figures.
National,2022,January,Non-Metallic Minerals,Feldspar,Tons,36325.0,31312.15,265.011,Final Figures.
National,2022,January,Non-Metallic Minerals,Salt,Tons,644265.0,261345.453,81.714,Final Figures.
National,2022,January,Non-Metallic Minerals,Diatomite,Tons,13969.0,50575.17,191.656,Final Figures.
National,2022,January,Non-Metallic Minerals,Sodium Sulfate,Tons,66603.0,210509.238,124.589,Final Figures.
National,2022,January,Non-Metallic Minerals,Magnesium Sulfate,Tons,4989.0,11525.593,132.214,Final Figures.
National,2022,February,Precious Metals,Gold,Kilograms,7354.2,8986355.167,90.079,Final Figures.
National,2022,February,Precious Metals,Silver,Kilograms,334821.0,5164295.27,82.656,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Lead,Tons,11893.0,559106.763,71.229,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Copper,Tons,40494.0,8240827.182,118.759,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Zinc,Tons,27200.0,2020989.833,77.545,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Bismuth,Tons,0.0,0.0,0.0,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Cadmium,Tons,102.0,5217.075,84.356,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Selenium,Tons,12.0,5105.231,109.091,Final Figures.
National,2022,February,Non-Ferrous Industrial Metals,Molybdenum,Tons,1276.0,715183.284,121.891,Final Figures.
National,2022,February,Steel Metals and Minerals,Non-Coking Coal,Tons,376570.0,219843.637,34.586,Final Figures.
National,2022,February,Steel Metals and Minerals,Coke,Tons,37047.0,214216.646,20.059,Final Figures.
National,2022,February,Steel Metals and Minerals,Iron Pellets,Tons,476280.0,932215.79,70.616,Final Figures.
National,2022,February,Steel Metals and Minerals,Manganese,Tons,13137.0,65899.143,74.515,Final Figures.
National,2022,February,Non-Metallic Minerals,Sulfur,Tons,23907.0,38752.53,27.966,Final Figures.
National,2022,February,Non-Metallic Minerals,Graphite,Tons,177.0,1164.216,30.239,Final Figures.
National,2022,February,Non-Metallic Minerals,Barite,Tons,26232.0,73097.698,263.634,Final Figures.
National,2022,February,Non-Metallic Minerals,Dolomite,Tons,835994.0,172656.169,114.566,Final Figures.
National,2022,February,Non-Metallic Minerals,Fluorite,Tons,86004.0,375477.811,85.26,Final Figures.
National,2022,February,Non-Metallic Minerals,Kaolin,Tons,16064.0,51588.347,50.848,Final Figures.
National,2022,February,Non-Metallic Minerals,Silica Sand,Tons,334698.0,205169.874,136.707,Final Figures.
National,2022,February,Non-Metallic Minerals,Gypsum,Tons,552255.0,92777.183,130.176,Final Figures.
National,2022,February,Non-Metallic Minerals,Phosphate Rock,Tons,24599.0,43197.246,13.312,Final Figures.
National,2022,February,Non-Metallic Minerals,Wollastonite,Tons,8053.0,19996.477,168.643,Final Figures.
National,2022,February,Non-Metallic Minerals,Celestite,Tons,2820.0,2431.601,49.928,Final Figures.
National,2022,February,Non-Metallic Minerals,Feldspar,Tons,35223.0,30362.226,256.971,Final Figures.
National,2022,February,Non-Metallic Minerals,Salt,Tons,662504.0,269829.267,84.027,Final Figures.
